smp500,bitcoin
4522.68,47112.5
4524.09,48839.86
4536.95,49279.37
4535.43,50025.0
4520.03,46894.5
4514.07,46060.36
4493.28,46400.0
4458.58,44851.45
4468.73,44947.72
4443.05,47127.22
4480.7,48148.12
4473.75,47753.16
4432.99,47303.5
4357.73,43012.97
4354.19,40719.6
4395.64,43575.1
4448.98,44897.59
4455.48,42848.92
4443.11,42171.76
4352.63,41026.07
4359.46,41522.16
4307.54,43824.43
4357.04,48165.76
4300.46,49245.54
4345.72,51493.99
4363.55,55339.48
4399.76,53797.82
4391.34,53963.82
4361.19,57487.44
4350.65,56005.1
4363.8,57367.32
4438.26,57359.51
4471.37,61695.39
4486.46,62042.41
4519.63,64303.14
4536.19,66026.54
4549.78,62204.02
4544.9,60687.64
4566.48,63083.54
4574.79,60337.62
4551.68,58455.47
4596.42,60591.65
4605.38,62276.72
4613.67,60949.54
4630.65,63266.51
4660.57,62935.41
4680.06,61444.5
4697.53,61006.15
4701.7,67554.84
4685.25,66944.66
4646.71,64912.2
4649.27,64807.59
4682.85,64147.9
4682.8,63624.59
4700.9,60107.98
4688.67,60351.51
4704.54,56898.0
4697.96,58122.16
4682.94,56280.81
4690.7,57566.85
4701.46,57162.66
4594.62,53757.67
4655.27,57838.06
4567.0,56987.97
4513.04,57226.5
4577.1,56521.46
4538.43,53638.04
4591.67,50529.56
4686.75,50625.48
4701.21,50519.68
4667.45,47568.43
4712.02,47170.94
4668.97,46727.89
4634.09,48367.43
4709.85,48884.78
4668.67,47634.22
4620.64,46166.5
4568.02,46926.07
4649.23,48914.7
4696.56,48608.62
4725.79,50842.2
4791.19,50717.77
4786.35,47543.09
4793.06,46471.24
4778.73,47122.08
4766.18,46211.24
4796.56,46459.56
4793.54,45814.61
4700.58,43436.04
4696.05,43083.76
4677.03,41565.18
4670.29,41824.07
4713.07,42753.44
4726.35,43920.37
4659.03,42581.65
4662.85,43090.72
4577.11,42369.74
4532.76,41674.27
4482.73,40670.97
4397.94,36456.94
4410.13,36693.32
4356.45,36980.0
4349.93,36840.63
4326.51,37188.37
4431.85,37741.9
4515.55,38491.93
4546.54,38716.88
4589.38,36923.39
4477.44,37329.91
4500.53,41614.64
4483.87,43868.07
4521.54,44085.59
4587.18,44416.35
4504.08,43527.71
4418.64,42386.47
4401.67,42548.71
4471.07,44583.52
4475.01,43895.56
4380.26,40536.73
4348.87,39983.56
4304.76,38251.48
4225.5,37268.19
4288.7,38347.3
4384.65,39238.48
4373.94,43192.66
4306.26,44439.95
4386.54,43912.34
4363.49,42464.41
4328.87,39166.51
4201.09,37994.0
4170.7,38749.38
4277.88,41953.97
4259.52,39433.71
4204.31,38732.04
4173.11,39674.17
4262.45,39298.1
4357.86,41127.97
4411.67,40950.33
4463.12,41774.98
4461.18,41017.71
4511.61,42378.26
4456.24,42899.71
4520.16,44012.29
4543.06,44331.85
4575.52,47144.92
4631.6,47454.19
4602.45,47078.03
4530.41,45528.45
4545.86,46296.34
4582.64,46596.83
4525.12,45506.5
4481.15,43166.7
4500.21,43452.18
4488.28,42262.02
4412.53,39535.87
4397.45,40086.23
4446.59,41146.68
4392.59,39954.08
4391.69,40803.58
4462.21,41503.85
4459.45,41377.61
4393.66,40480.81
4271.78,39712.25
4296.12,40439.22
4175.2,38113.82
4183.96,39251.11
4287.5,39743.22
4131.93,38593.1
4155.38,38510.89
4175.48,37719.59
4300.17,39669.56
4146.87,36537.22
4123.34,35999.1
3991.24,30078.27
4001.05,31002.39
3935.18,28972.34
3930.08,28941.95
4023.89,29232.18
4008.01,29839.89
4088.85,30412.12
3923.68,28672.94
3900.79,30274.59
3901.36,29155.75
3973.75,29082.52
3941.48,29626.44
3978.73,29503.49
4057.84,29166.06
4158.24,28598.31
4132.15,31784.05
4101.23,29788.79
4176.82,30433.75
4108.54,29670.85
4121.43,31343.61
4160.68,31106.9
4115.77,30177.0
4017.82,30079.62
3900.86,29063.11
3749.63,22460.97
3735.48,22120.25
3789.99,22562.33
3666.77,20372.0
3674.84,20447.86
3764.79,20696.96
3759.89,19968.46
3795.73,21104.45
3911.74,21223.72
3900.11,20725.17
3821.55,20252.89
3818.83,20094.79
3785.38,19985.62
3825.33,19252.76
3831.39,20153.51
3845.08,20542.67
3902.62,21614.6
3899.38,21582.2
3854.43,19942.43
3818.8,19303.65
3801.78,20220.23
3790.38,20577.02
3863.16,20827.55
3830.85,22427.56
3936.69,23395.06
3959.9,23226.99
3998.95,23153.96
3961.63,22687.68
3966.84,21313.41
3921.05,21261.57
4023.61,22962.59
4072.43,23851.7
4130.29,23784.5
4118.63,23273.86
4091.19,22989.4
4155.17,22825.0
4151.94,22623.94
4145.19,23320.81
4140.06,23815.65
4122.47,23158.27
4210.24,23962.18
4207.27,23944.86
4280.15,24415.18
4297.14,24097.82
4305.2,23857.93
4274.04,23341.17
4283.74,23189.46
4228.48,20834.94
4137.99,21398.25
4128.73,21528.34
4140.77,21367.12
4199.12,21561.86
4057.66,20240.72
4030.61,20286.97
3986.16,19813.17
3955.0,20048.26
3966.85,20133.65
3924.26,19953.74
3908.19,18790.91
3979.87,19293.52
4006.18,19321.87
4067.36,21364.5
4110.41,22402.71
3932.69,20174.78
3946.01,20227.77
3901.35,19703.67
3873.33,19801.04
3899.89,19540.38
3855.93,18876.91
3789.93,18462.64
3757.99,19401.25
3693.23,19286.01
3655.04,19228.0
3647.29,19077.57
3719.04,19412.07
3640.47,19595.57
3585.62,19426.11
3678.43,19633.46
3790.93,20345.19
3783.28,20161.62
3744.52,19965.64
3639.66,19533.05
3612.39,19132.83
3588.84,19058.11
3577.03,19155.92
3669.91,19378.65
3583.07,19178.0
3677.95,19550.4
3719.98,19328.76
3695.16,19124.18
3665.78,19042.48
3752.75,19166.45
3797.34,19330.41
3859.11,20086.28
3830.6,20775.4
3807.3,20296.97
3901.06,20597.91
3871.98,20489.94
3856.1,20479.63
3759.69,20151.4
3719.89,20206.88
3770.55,21144.2
3806.8,20593.49
3828.11,18550.25
3748.57,15891.96
3956.37,17553.89
3992.93,17013.62
3957.25,16590.73
3991.73,16877.93
3958.79,16645.24
3946.56,16680.47
3965.34,16680.59
3949.94,15760.14
4003.58,16199.71
4027.26,16587.0
4026.12,16510.9
3963.94,16206.3
3957.63,16438.0
4080.11,17167.33
4076.57,16980.08
4071.7,17094.71
3998.84,16966.05
3941.26,17089.05
3933.92,16840.0
3963.51,17226.01
3934.38,17130.59
3990.56,17211.66
4019.65,17773.18
3995.32,17804.97
3895.75,17357.96
3852.36,16632.64
3817.66,16439.74
3821.62,16897.65
3878.44,16826.56
3822.39,16815.51
3844.82,16777.21
3829.25,16698.73
3783.22,16539.66
3849.28,16627.54
3839.5,16600.1
